ion,mass,Intensities,,,mass,Intensities,,,,,,Intensities,,,,,
,5004.677118,0.004015,,,5004.677117,0.004025,,-9.99999E-07,0.00%,,,0.004025,,0.00%,,,
a17,5452.748008,0.0995901,,,5452.748008,0.099543,,0,0.00%,,,0.099543,,0.00%,,,
,5453.750679,0.206635,,,5453.750679,0.206537,,0,-0.01%,,,0.206537,,0.00%,,,
,5454.753236,0.237484,,,5454.753235,0.237419,,-9.99999E-07,-0.01%,,,0.237419,,0.00%,,,
,5455.755733,0.196221,,,5455.755733,0.196226,,0,0.00%,,,0.196226,,0.00%,,,
,5456.75819,0.129315,,,5456.75819,0.129367,,0,0.01%,,,0.129367,,0.00%,,,
,5457.760618,0.071836,,,5457.760617,0.071895,,-1E-06,0.01%,,,0.071895,,0.00%,,,
,5458.763022,0.034805,,,5458.763021,0.03485,,-1E-06,0.00%,,,0.03485,,0.00%,,,
,5459.765407,0.015051,,,5459.765406,0.015078,,-9.99999E-07,0.00%,,,0.015078,,0.00%,,,
,5460.767776,0.005907,,,5460.767775,0.00592,,-9.99999E-07,0.00%,,,0.00592,,0.00%,,,
,5461.770133,0.00213,,,5461.770131,0.002136,,-2E-06,0.00%,,,0.002136,,0.00%,,,
a17-A,5317.693513,0.1071336,,,5317.693513,0.1070829,,0,-0.01%,,,0.1070829,,0.00%,,,
,5318.696216,0.214429,,,5318.696216,0.214327,,0,-0.01%,,,0.214327,,0.00%,,,
,5319.69879,0.239493,,,5319.698789,0.239431,,-1E-06,-0.01%,,,0.239431,,0.00%,,,
,5320.701301,0.193008,,,5320.701301,0.193018,,0,0.00%,,,0.193018,,0.00%,,,
,5321.70377,0.12438,,,5321.703769,0.124435,,-1E-06,0.01%,,,0.124435,,0.00%,,,
,5322.706207,0.067689,,,5322.706206,0.067748,,-1E-06,0.01%,,,0.067748,,0.00%,,,
,5323.70862,0.032175,,,5323.708619,0.032219,,-1E-06,0.00%,,,0.032219,,0.00%,,,
,5324.711013,0.013667,,,5324.711012,0.013692,,-1E-06,0.00%,,,0.013692,,0.00%,,,
,5325.71339,0.005273,,,5325.713389,0.005286,,-1E-06,0.00%,,,0.005286,,0.00%,,,
,5326.715753,0.001871,,,5326.715752,0.001876,,-1E-06,0.00%,,,0.001876,,0.00%,,,
a17-G,5301.698598,0.1073944,,,5301.698598,0.107344,,0,-0.01%,,,0.107344,,0.00%,,,
,5302.701301,0.21491,,,5302.701301,0.214809,,0,-0.01%,,,0.214809,,0.00%,,,
,5303.703875,0.239774,,,5303.703875,0.239712,,0,-0.01%,,,0.239712,,0.00%,,,
,5304.706388,0.192945,,,5304.706387,0.192956,,-9.99999E-07,0.00%,,,0.192956,,0.00%,,,
,5305.708857,0.124117,,,5305.708856,0.124172,,-9.99999E-07,0.01%,,,0.124172,,0.00%,,,
,5306.711295,0.06741,,,5306.711294,0.067469,,-1E-06,0.01%,,,0.067469,,0.00%,,,
,5307.713708,0.031973,,,5307.713707,0.032016,,-1E-06,0.00%,,,0.032016,,0.00%,,,
,5308.716102,0.013549,,,5308.716101,0.013574,,-1E-06,0.00%,,,0.013574,,0.00%,,,
,5309.71848,0.005215,,,5309.718479,0.005227,,-1E-06,0.00%,,,0.005227,,0.00%,,,
,5310.720844,0.001846,,,5310.720842,0.001851,,-2E-06,0.00%,,,0.001851,,0.00%,,,
a18,5781.800528,0.0863542,,,5781.800528,0.0863113,,0,0.00%,,,0.0863113,,0.00%,,,
,5782.80319,0.190479,,,5782.80319,0.190384,,0,-0.01%,,,0.190384,,0.00%,,,
,5783.805747,0.23113,,,5783.805746,0.231058,,-1E-06,-0.01%,,,0.231058,,0.00%,,,
,5784.808246,0.200898,,,5784.808245,0.200893,,-9.99999E-07,0.00%,,,0.200893,,0.00%,,,
,5785.810706,0.138933,,,5785.810705,0.138979,,-1E-06,0.00%,,,0.138979,,0.00%,,,
,5786.813136,0.08084,,,5786.813135,0.080899,,-9.99999E-07,0.01%,,,0.080899,,0.00%,,,
,5787.815543,0.040967,,,5787.815542,0.041016,,-9.99999E-07,0.00%,,,0.041016,,0.00%,,,
,5788.817932,0.018509,,,5788.817931,0.01854,,-1E-06,0.00%,,,0.01854,,0.00%,,,
,5789.820305,0.007582,,,5789.820303,0.007598,,-2E-06,0.00%,,,0.007598,,0.00%,,,
,5790.822665,0.002851,,,5790.822663,0.002859,,-2E-06,0.00%,,,0.002859,,0.00%,,,
a18-A,5646.746033,0.0928952,,,5646.746033,0.092849,,0,0.00%,,,0.092849,,0.00%,,,
,5647.748725,0.198093,,,5647.748725,0.197995,,0,-0.01%,,,0.197995,,0.00%,,,
,5648.751298,0.23389,,,5648.751298,0.23382,,0,-0.01%,,,0.23382,,0.00%,,,
,5649.753811,0.19849,,,5649.75381,0.19849,,-9.99999E-07,0.00%,,,0.19849,,0.00%,,,
,5650.756282,0.134339,,,5650.756281,0.134388,,-1E-06,0.00%,,,0.134388,,0.00%,,,
,5651.758722,0.076632,,,5651.758721,0.076692,,-9.99999E-07,0.01%,,,0.076692,,0.00%,,,
,5652.761138,0.038124,,,5652.761137,0.038172,,-9.99999E-07,0.00%,,,0.038172,,0.00%,,,
,5653.763534,0.016928,,,5653.763533,0.016958,,-9.99999E-07,0.00%,,,0.016958,,0.00%,,,
,5654.765914,0.006821,,,5654.765913,0.006836,,-9.99999E-07,0.00%,,,0.006836,,0.00%,,,
,5655.768281,0.002525,,,5655.768279,0.002532,,-2E-06,0.00%,,,0.002532,,0.00%,,,
a18-G,5630.751118,0.0931213,,,5630.751118,0.0930754,,0,0.00%,,,0.0930754,,0.00%,,,
,5631.75381,0.19854,,,5631.75381,0.198442,,0,-0.01%,,,0.198442,,0.00%,,,
,5632.756384,0.234192,,,5632.756384,0.234123,,0,-0.01%,,,0.234123,,0.00%,,,
,5633.758897,0.198476,,,5633.758897,0.198476,,0,0.00%,,,0.198476,,0.00%,,,
,5634.761369,0.134109,,,5634.761368,0.134159,,-9.99999E-07,0.00%,,,0.134159,,0.00%,,,
,5635.76381,0.07636,,,5635.763809,0.07642,,-1E-06,0.01%,,,0.07642,,0.00%,,,
,5636.766226,0.037913,,,5636.766225,0.03796,,-9.99999E-07,0.00%,,,0.03796,,0.00%,,,
,5637.768623,0.016798,,,5637.768622,0.016827,,-1E-06,0.00%,,,0.016827,,0.00%,,,
,5638.771004,0.006753,,,5638.771003,0.006769,,-1E-06,0.00%,,,0.006769,,0.00%,,,
,5639.773371,0.002494,,,5639.77337,0.002501,,-1E-06,0.00%,,,0.002501,,0.00%,,,
a19,6110.853048,0.0748774,,,6110.853048,0.0748384,,0,0.00%,,,0.0748384,,0.00%,,,
,6111.855702,0.174967,,,6111.855702,0.174876,,0,-0.01%,,,0.174876,,0.00%,,,
,6112.858258,0.223554,,,6112.858258,0.223477,,0,-0.01%,,,0.223477,,0.00%,,,
,6113.860759,0.203927,,,6113.860759,0.203912,,0,0.00%,,,0.203912,,0.00%,,,
,6114.863221,0.147663,,,6114.863221,0.147703,,0,0.00%,,,0.147703,,0.00%,,,
,6115.865655,0.089808,,,6115.865654,0.089868,,-9.99999E-07,0.01%,,,0.089868,,0.00%,,,
,6116.868065,0.047508,,,6116.868064,0.04756,,-9.99999E-07,0.01%,,,0.04756,,0.00%,,,
,6117.870457,0.022381,,,6117.870456,0.022416,,-1E-06,0.00%,,,0.022416,,0.00%,,,
,6118.872833,0.009551,,,6118.872832,0.00957,,-1E-06,0.00%,,,0.00957,,0.00%,,,
,6119.875196,0.003739,,,6119.875194,0.003749,,-2E-06,0.00%,,,0.003749,,0.00%,,,
a19-A,5975.798553,0.0805491,,,5975.798553,0.0805071,,0,0.00%,,,0.0805071,,0.00%,,,
,5976.801235,0.182313,,,5976.801235,0.182218,,0,-0.01%,,,0.182218,,0.00%,,,
,5977.803807,0.226926,,,5977.803807,0.22685,,0,-0.01%,,,0.22685,,0.00%,,,
,5978.806321,0.202296,,,5978.806321,0.202286,,0,0.00%,,,0.202286,,0.00%,,,
,5979.808794,0.143468,,,5979.808794,0.143512,,0,0.00%,,,0.143512,,0.00%,,,
,5980.811237,0.085601,,,5980.811236,0.085662,,-1E-06,0.01%,,,0.085662,,0.00%,,,
,5981.813656,0.044481,,,5981.813655,0.044533,,-1E-06,0.01%,,,0.044533,,0.00%,,,
,5982.816056,0.020606,,,5982.816054,0.02064,,-2E-06,0.00%,,,0.02064,,0.00%,,,
,5983.818439,0.008654,,,5983.818437,0.008673,,-2E-06,0.00%,,,0.008673,,0.00%,,,
,5984.820808,0.003337,,,5984.820807,0.003346,,-1E-06,0.00%,,,0.003346,,0.00%,,,
a19-G,5959.803638,0.0807452,,,5959.803638,0.0807034,,0,0.00%,,,0.0807034,,0.00%,,,
,5960.80632,0.182725,,,5960.80632,0.182631,,0,-0.01%,,,0.182631,,0.00%,,,
,5961.808893,0.227243,,,5961.808893,0.227167,,0,-0.01%,,,0.227167,,0.00%,,,
,5962.811408,0.202327,,,5962.811407,0.202317,,-9.99999E-07,0.00%,,,0.202317,,0.00%,,,
,5963.813881,0.143274,,,5963.813881,0.143317,,0,0.00%,,,0.143317,,0.00%,,,
,5964.816325,0.08534,,,5964.816324,0.0854,,-9.99999E-07,0.01%,,,0.0854,,0.00%,,,
,5965.818744,0.044263,,,5965.818743,0.044314,,-1E-06,0.01%,,,0.044314,,0.00%,,,
,5966.821144,0.020464,,,5966.821143,0.020497,,-9.99999E-07,0.00%,,,0.020497,,0.00%,,,
,5967.823528,0.008577,,,5967.823527,0.008595,,-1E-06,0.00%,,,0.008595,,0.00%,,,
,5968.825898,0.0033,,,5968.825897,0.003309,,-1E-06,0.00%,,,0.003309,,0.00%,,,
a20,6416.87835,0.0660416,,,6416.87835,0.066005,,0,0.00%,,,0.066005,,0.00%,,,
,6417.88102,0.161566,,,6417.88102,0.161477,,0,-0.01%,,,0.161477,,0.00%,,,
,6418.883591,0.215551,,,6418.883591,0.215468,,0,-0.01%,,,0.215468,,0.00%,,,
,6419.886107,0.205003,,,6419.886106,0.204979,,-1E-06,0.00%,,,0.204979,,0.00%,,,
,6420.888583,0.154605,,,6420.888582,0.154639,,-1E-06,0.00%,,,0.154639,,0.00%,,,
,6421.891029,0.097857,,,6421.891028,0.097916,,-1E-06,0.01%,,,0.097916,,0.00%,,,
,6422.893452,0.05384,,,6422.893451,0.053895,,-1E-06,0.01%,,,0.053895,,0.00%,,,
,6423.895856,0.026368,,,6423.895854,0.026407,,-2E-06,0.00%,,,0.026407,,0.00%,,,
,6424.898243,0.011692,,,6424.898242,0.011716,,-9.99999E-07,0.00%,,,0.011716,,0.00%,,,
,6425.900617,0.004755,,,6425.900616,0.004767,,-1E-06,0.00%,,,0.004767,,0.00%,,,
,6426.902979,0.001791,,,6426.902977,0.001797,,-2E-06,0.00%,,,0.001797,,0.00%,,,
a20-A,6281.823855,0.071044,,,6281.823855,0.0710047,,0,0.00%,,,0.0710047,,0.00%,,,
,6282.826551,0.168594,,,6282.826551,0.1685,,0,-0.01%,,,0.1685,,0.00%,,,
,6283.829139,0.219345,,,6283.829139,0.219263,,0,-0.01%,,,0.219263,,0.00%,,,
,6284.831668,0.204043,,,6284.831667,0.204024,,-9.99999E-07,0.00%,,,0.204024,,0.00%,,,
,6285.834154,0.150825,,,6285.834154,0.150863,,0,0.00%,,,0.150863,,0.00%,,,
,6286.83661,0.093716,,,6286.836609,0.093777,,-1E-06,0.01%,,,0.093777,,0.00%,,,
,6287.839041,0.05068,,,6287.83904,0.050735,,-1E-06,0.01%,,,0.050735,,0.00%,,,
,6288.841452,0.02442,,,6288.841451,0.024458,,-9.99999E-07,0.00%,,,0.024458,,0.00%,,,
,6289.843847,0.010663,,,6289.843846,0.010685,,-1E-06,0.00%,,,0.010685,,0.00%,,,
,6290.846227,0.004274,,,6290.846226,0.004285,,-1E-06,0.00%,,,0.004285,,0.00%,,,
a20-G,6265.828941,0.0712169,,,6265.828941,0.0711778,,0,0.00%,,,0.0711778,,0.00%,,,
,6266.831636,0.168977,,,6266.831636,0.168884,,0,-0.01%,,,0.168884,,0.00%,,,
,6267.834225,0.219669,,,6267.834225,0.219587,,0,-0.01%,,,0.219587,,0.00%,,,
,6268.836754,0.204109,,,6268.836753,0.20409,,-1E-06,0.00%,,,0.20409,,0.00%,,,
,6269.839241,0.150664,,,6269.839241,0.150702,,0,0.00%,,,0.150702,,0.00%,,,
,6270.841697,0.093468,,,6270.841697,0.093528,,0,0.01%,,,0.093528,,0.00%,,,
,6271.844129,0.050458,,,6271.844128,0.050513,,-1E-06,0.01%,,,0.050513,,0.00%,,,
,6272.846541,0.024268,,,6272.84654,0.024306,,-1E-06,0.00%,,,0.024306,,0.00%,,,
,6273.848936,0.010576,,,6273.848935,0.010598,,-1E-06,0.00%,,,0.010598,,0.00%,,,
,6274.851317,0.00423,,,6274.851316,0.004241,,-9.99999E-07,0.00%,,,0.004241,,0.00%,,,
a21,6761.925785,0.0571254,,,6761.925785,0.0570922,,0,0.00%,,,0.0570922,,0.00%,,,
,6762.928447,0.147255,,,6762.928447,0.147169,,0,-0.01%,,,0.147169,,0.00%,,,
,6763.931017,0.206078,,,6763.931017,0.205992,,0,-0.01%,,,0.205992,,0.00%,,,
,6764.933533,0.205059,,,6764.933533,0.205025,,0,0.00%,,,0.205025,,0.00%,,,
,6765.93601,0.161503,,,6765.93601,0.161529,,0,0.00%,,,0.161529,,0.00%,,,
,6766.938458,0.106608,,,6766.938458,0.106665,,0,0.01%,,,0.106665,,0.00%,,,
,6767.940883,0.061104,,,6767.940882,0.061163,,-1E-06,0.01%,,,0.061163,,0.00%,,,
,6768.943289,0.031148,,,6768.943288,0.031192,,-9.99999E-07,0.00%,,,0.031192,,0.00%,,,
,6769.945679,0.014366,,,6769.945678,0.014393,,-1E-06,0.00%,,,0.014393,,0.00%,,,
,6770.948055,0.006073,,,6770.948054,0.006088,,-9.99999E-07,0.00%,,,0.006088,,0.00%,,,
,6771.95042,0.002377,,,6771.950418,0.002384,,-2E-06,0.00%,,,0.002384,,0.00%,,,
a21-A,6626.87129,0.0614524,,,6626.87129,0.0614167,,0,0.00%,,,0.0614167,,0.00%,,,
,6627.873977,0.153901,,,6627.873977,0.153812,,0,-0.01%,,,0.153812,,0.00%,,,
,6628.876563,0.210256,,,6628.876563,0.210169,,0,-0.01%,,,0.210169,,0.00%,,,
,6629.879091,0.204805,,,6629.879091,0.204775,,0,0.00%,,,0.204775,,0.00%,,,
,6630.881579,0.158212,,,6630.881579,0.158243,,0,0.00%,,,0.158243,,0.00%,,,
,6631.884036,0.102587,,,6631.884036,0.102646,,0,0.01%,,,0.102646,,0.00%,,,
,6632.886469,0.057827,,,6632.886468,0.057885,,-1E-06,0.01%,,,0.057885,,0.00%,,,
,6633.888883,0.029017,,,6633.888881,0.02906,,-2E-06,0.00%,,,0.02906,,0.00%,,,
,6634.891279,0.013185,,,6634.891278,0.013211,,-1E-06,0.00%,,,0.013211,,0.00%,,,
,6635.893662,0.005495,,,6635.89366,0.005509,,-2E-06,0.00%,,,0.005509,,0.00%,,,
,6636.896032,0.002122,,,6636.89603,0.002128,,-2E-06,0.00%,,,0.002128,,0.00%,,,
a21-G,6610.876375,0.061602,,,6610.876375,0.0615664,,0,0.00%,,,0.0615664,,0.00%,,,
,6611.879062,0.154253,,,6611.879062,0.154164,,0,-0.01%,,,0.154164,,0.00%,,,
,6612.881649,0.210582,,,6612.881648,0.210496,,-1E-06,-0.01%,,,0.210496,,0.00%,,,
,6613.884177,0.204906,,,6613.884177,0.204877,,0,0.00%,,,0.204877,,0.00%,,,
,6614.886666,0.158087,,,6614.886665,0.158117,,-1E-06,0.00%,,,0.158117,,0.00%,,,
,6615.889124,0.102355,,,6615.889123,0.102415,,-1E-06,0.01%,,,0.102415,,0.00%,,,
,6616.891557,0.057604,,,6616.891556,0.057662,,-1E-06,0.01%,,,0.057662,,0.00%,,,
,6617.893971,0.028856,,,6617.89397,0.028898,,-1E-06,0.00%,,,0.028898,,0.00%,,,
,6618.896368,0.013088,,,6618.896367,0.013113,,-9.99999E-07,0.00%,,,0.013113,,0.00%,,,
,6619.898751,0.005444,,,6619.89875,0.005458,,-9.99999E-07,0.00%,,,0.005458,,0.00%,,,
,6620.901122,0.002098,,,6620.90112,0.002104,,-2E-06,0.00%,,,0.002104,,0.00%,,,
a22,7090.978305,0.0495332,,,7090.978305,0.0495032,,0,0.00%,,,0.0495032,,0.00%,,,
,7091.98096,0.134169,,,7091.98096,0.134088,,0,-0.01%,,,0.134088,,0.00%,,,
,7092.983529,0.196411,,,7092.983529,0.196322,,0,-0.01%,,,0.196322,,0.00%,,,
,7093.986046,0.203883,,,7093.986046,0.203841,,0,0.00%,,,0.203841,,0.00%,,,
,7094.988525,0.16719,,,7094.988524,0.167208,,-9.99999E-07,0.00%,,,0.167208,,0.00%,,,
,7095.990975,0.114739,,,7095.990975,0.114793,,0,0.01%,,,0.114793,,0.00%,,,
,7096.993403,0.068294,,,7096.993402,0.068353,,-1E-06,0.01%,,,0.068353,,0.00%,,,
,7097.995811,0.036117,,,7097.99581,0.036164,,-9.99999E-07,0.00%,,,0.036164,,0.00%,,,
,7098.998204,0.017268,,,7098.998202,0.017299,,-2E-06,0.00%,,,0.017299,,0.00%,,,
,7100.000583,0.007562,,,7100.000581,0.007579,,-2E-06,0.00%,,,0.007579,,0.00%,,,
,7101.00295,0.003064,,,7101.002948,0.003073,,-2E-06,0.00%,,,0.003073,,0.00%,,,
a22-A,6955.92381,0.0532851,,,6955.92381,0.0532529,,0,0.00%,,,0.0532529,,0.00%,,,
,6956.926489,0.140424,,,6956.926489,0.140339,,0,-0.01%,,,0.140339,,0.00%,,,
,6957.929073,0.200864,,,6957.929073,0.200774,,0,-0.01%,,,0.200774,,0.00%,,,
,6958.931602,0.20426,,,6958.931602,0.204222,,0,0.00%,,,0.204222,,0.00%,,,
,6959.934091,0.164393,,,6959.934091,0.164415,,0,0.00%,,,0.164415,,0.00%,,,
,6960.936551,0.110882,,,6960.93655,0.110939,,-9.99999E-07,0.01%,,,0.110939,,0.00%,,,
,6961.938986,0.064937,,,6961.938985,0.064998,,-1E-06,0.01%,,,0.064998,,0.00%,,,
,6962.941402,0.033821,,,6962.941401,0.033867,,-1E-06,0.00%,,,0.033867,,0.00%,,,
,6963.943801,0.015937,,,6963.9438,0.015967,,-1E-06,0.00%,,,0.015967,,0.00%,,,
,6964.946186,0.006883,,,6964.946185,0.0069,,-1E-06,0.00%,,,0.0069,,0.00%,,,
,6965.948559,0.002753,,,6965.948557,0.00276,,-2E-06,0.00%,,,0.00276,,0.00%,,,
a22-G,6939.928895,0.0534148,,,6939.928895,0.0533827,,0,0.00%,,,0.0533827,,0.00%,,,
,6940.931574,0.140746,,,6940.931574,0.140661,,0,-0.01%,,,0.140661,,0.00%,,,
,6941.934159,0.201189,,,6941.934159,0.201101,,0,-0.01%,,,0.201101,,0.00%,,,
,6942.936688,0.204392,,,6942.936688,0.204354,,0,0.00%,,,0.204354,,0.00%,,,
,6943.939178,0.164302,,,6943.939177,0.164325,,-9.99999E-07,0.00%,,,0.164325,,0.00%,,,
,6944.941638,0.11067,,,6944.941637,0.110726,,-1E-06,0.01%,,,0.110726,,0.00%,,,
,6945.944074,0.064716,,,6945.944073,0.064776,,-1E-06,0.01%,,,0.064776,,0.00%,,,
,6946.94649,0.033651,,,6946.946489,0.033698,,-1E-06,0.00%,,,0.033698,,0.00%,,,
,6947.94889,0.01583,,,6947.948888,0.01586,,-2E-06,0.00%,,,0.01586,,0.00%,,,
,6948.951275,0.006825,,,6948.951274,0.006841,,-1E-06,0.00%,,,0.006841,,0.00%,,,
,6949.953649,0.002724,,,6949.953647,0.002732,,-2E-06,0.00%,,,0.002732,,0.00%,,,
a23,7396.019592,0.0436299,,,7396.019592,0.0436023,,0,0.00%,,,0.0436023,,0.00%,,,
,7397.022253,0.123114,,,7397.022253,0.123036,,0,-0.01%,,,0.123036,,0.00%,,,
,7398.02483,0.187251,,,7398.024829,0.187161,,-1E-06,-0.01%,,,0.187161,,0.00%,,,
,7399.027354,0.201618,,,7399.027354,0.201569,,0,0.00%,,,0.201569,,0.00%,,,
,7400.029841,0.171293,,,7400.029841,0.171303,,0,0.00%,,,0.171303,,0.00%,,,
,7401.032299,0.121683,,,7401.032299,0.121734,,0,0.01%,,,0.121734,,0.00%,,,
,7402.034734,0.074917,,,7402.034734,0.074978,,0,0.01%,,,0.074978,,0.00%,,,
,7403.03715,0.040958,,,7403.037149,0.041009,,-1E-06,0.01%,,,0.041009,,0.00%,,,
,7404.03955,0.020234,,,7404.039549,0.020269,,-1E-06,0.00%,,,0.020269,,0.00%,,,
,7405.041936,0.009152,,,7405.041935,0.009172,,-9.99999E-07,0.00%,,,0.009172,,0.00%,,,
,7406.04431,0.003829,,,7406.044308,0.00384,,-2E-06,0.00%,,,0.00384,,0.00%,,,
a23-A,7260.965097,0.0469347,,,7260.965097,0.046905,,0,0.00%,,,0.046905,,0.00%,,,
,7261.96778,0.128997,,,7261.96778,0.128915,,0,-0.01%,,,0.128915,,0.00%,,,
,7262.970372,0.191863,,,7262.970372,0.191772,,0,-0.01%,,,0.191772,,0.00%,,,
,7263.972909,0.202512,,,7263.972909,0.202466,,0,0.00%,,,0.202466,,0.00%,,,
,7264.975406,0.168957,,,7264.975406,0.168972,,0,0.00%,,,0.168972,,0.00%,,,
,7265.977873,0.118022,,,7265.977872,0.118075,,-9.99999E-07,0.01%,,,0.118075,,0.00%,,,
,7266.980316,0.071528,,,7266.980315,0.07159,,-1E-06,0.01%,,,0.07159,,0.00%,,,
,7267.982739,0.038528,,,7267.982738,0.038578,,-1E-06,0.01%,,,0.038578,,0.00%,,,
,7268.985145,0.018767,,,7268.985144,0.0188,,-9.99999E-07,0.00%,,,0.0188,,0.00%,,,
,7269.987538,0.008375,,,7269.987536,0.008394,,-2E-06,0.00%,,,0.008394,,0.00%,,,
,7270.989917,0.003459,,,7270.989915,0.003469,,-2E-06,0.00%,,,0.003469,,0.00%,,,
a23-G,7244.970182,0.0470489,,,7244.970182,0.0470193,,0,0.00%,,,0.0470193,,0.00%,,,
,7245.972866,0.129293,,,7245.972866,0.129212,,0,-0.01%,,,0.129212,,0.00%,,,
,7246.975458,0.192184,,,7246.975458,0.192093,,0,-0.01%,,,0.192093,,0.00%,,,
,7247.977995,0.202666,,,7247.977995,0.20262,,0,0.00%,,,0.20262,,0.00%,,,
,7248.980493,0.168896,,,7248.980492,0.168911,,-1E-06,0.00%,,,0.168911,,0.00%,,,
,7249.98296,0.117829,,,7249.982959,0.117882,,-1E-06,0.01%,,,0.117882,,0.00%,,,
,7250.985404,0.07131,,,7250.985403,0.071372,,-1E-06,0.01%,,,0.071372,,0.00%,,,
,7251.987827,0.038353,,,7251.987826,0.038403,,-1E-06,0.01%,,,0.038403,,0.00%,,,
,7252.990234,0.018652,,,7252.990233,0.018685,,-9.99999E-07,0.00%,,,0.018685,,0.00%,,,
,7253.992627,0.00831,,,7253.992625,0.008328,,-2E-06,0.00%,,,0.008328,,0.00%,,,
,7254.995007,0.003426,,,7254.995005,0.003436,,-2E-06,0.00%,,,0.003436,,0.00%,,,
a24,7741.067027,0.0377394,,,7741.067027,0.0377145,,0,0.00%,,,0.0377145,,0.00%,,,
,7742.069681,0.111448,,,7742.069681,0.111374,,0,-0.01%,,,0.111374,,0.00%,,,
,7743.072257,0.176799,,,7743.072256,0.176707,,-9.99999E-07,-0.01%,,,0.176707,,0.00%,,,
,7744.074781,0.198131,,,7744.074781,0.198073,,0,-0.01%,,,0.198073,,0.00%,,,
,7745.077269,0.17493,,,7745.077269,0.174931,,0,0.00%,,,0.174931,,0.00%,,,
,7746.079729,0.128987,,,7746.079728,0.129032,,-1E-06,0.00%,,,0.129032,,0.00%,,,
,7747.082166,0.082353,,,7747.082165,0.082414,,-1E-06,0.01%,,,0.082414,,0.00%,,,
,7748.084583,0.046653,,,7748.084582,0.046708,,-9.99999E-07,0.01%,,,0.046708,,0.00%,,,
,7749.086985,0.023867,,,7749.086984,0.023906,,-1E-06,0.00%,,,0.023906,,0.00%,,,
,7750.089373,0.011173,,,7750.089372,0.011197,,-9.99999E-07,0.00%,,,0.011197,,0.00%,,,
,7751.091749,0.004836,,,7751.091747,0.004848,,-2E-06,0.00%,,,0.004848,,0.00%,,,
,7752.094114,0.001951,,,7752.094112,0.001957,,-2E-06,0.00%,,,0.001957,,0.00%,,,
a24-A,7606.012532,0.0405981,,,7606.012532,0.0405712,,0,0.00%,,,0.0405712,,0.00%,,,
,7607.015208,0.116912,,,7607.015208,0.116835,,0,-0.01%,,,0.116835,,0.00%,,,
,7608.017798,0.18152,,,7608.017798,0.181427,,0,-0.01%,,,0.181427,,0.00%,,,
,7609.020334,0.199547,,,7609.020334,0.199493,,0,-0.01%,,,0.199493,,0.00%,,,
,7610.022832,0.173111,,,7610.022831,0.173117,,-9.99999E-07,0.00%,,,0.173117,,0.00%,,,
,7611.0253,0.125582,,,7611.025299,0.125631,,-1E-06,0.00%,,,0.125631,,0.00%,,,
,7612.027744,0.078963,,,7612.027744,0.079025,,0,0.01%,,,0.079025,,0.00%,,,
,7613.030169,0.044092,,,7613.030168,0.044146,,-9.99999E-07,0.01%,,,0.044146,,0.00%,,,
,7614.032577,0.022249,,,7614.032576,0.022287,,-1E-06,0.00%,,,0.022287,,0.00%,,,
,7615.034971,0.01028,,,7615.03497,0.010302,,-1E-06,0.00%,,,0.010302,,0.00%,,,
,7616.037353,0.004394,,,7616.037351,0.004406,,-2E-06,0.00%,,,0.004406,,0.00%,,,
,7617.039724,0.001751,,,7617.039722,0.001757,,-2E-06,0.00%,,,0.001757,,0.00%,,,
a24-G,7590.017617,0.0406969,,,7590.017617,0.0406701,,0,0.00%,,,0.0406701,,0.00%,,,
,7591.020293,0.117181,,,7591.020293,0.117104,,0,-0.01%,,,0.117104,,0.00%,,,
,7592.022883,0.181833,,,7592.022883,0.181741,,0,-0.01%,,,0.181741,,0.00%,,,
,7593.02542,0.199723,,,7593.02542,0.199669,,0,-0.01%,,,0.199669,,0.00%,,,
,7594.027918,0.173083,,,7594.027918,0.173089,,0,0.00%,,,0.173089,,0.00%,,,
,7595.030387,0.125411,,,7595.030386,0.12546,,-9.99999E-07,0.00%,,,0.12546,,0.00%,,,
,7596.032832,0.078752,,,7596.032831,0.078814,,-9.99999E-07,0.01%,,,0.078814,,0.00%,,,
,7597.035257,0.043912,,,7597.035256,0.043965,,-9.99999E-07,0.01%,,,0.043965,,0.00%,,,
,7598.037666,0.022125,,,7598.037664,0.022162,,-2E-06,0.00%,,,0.022162,,0.00%,,,
,7599.04006,0.010207,,,7599.040059,0.010229,,-1E-06,0.00%,,,0.010229,,0.00%,,,
,7600.042442,0.004355,,,7600.042441,0.004367,,-1E-06,0.00%,,,0.004367,,0.00%,,,
,7601.044813,0.001733,,,7601.044812,0.001739,,-1E-06,0.00%,,,0.001739,,0.00%,,,
a25,8046.108313,0.0332417,,,8046.108313,0.0332188,,0,0.00%,,,0.0332188,,0.00%,,,
,8047.110973,0.101926,,,8047.110973,0.101855,,0,-0.01%,,,0.101855,,0.00%,,,
,8048.113556,0.167503,,,8048.113555,0.16741,,-1E-06,-0.01%,,,0.16741,,0.00%,,,
,8049.116088,0.194175,,,8049.116087,0.194111,,-9.99999E-07,-0.01%,,,0.194111,,0.00%,,,
,8050.118583,0.17715,,,8050.118583,0.177144,,0,0.00%,,,0.177144,,0.00%,,,
,8051.12105,0.134867,,,8051.121049,0.134908,,-9.99999E-07,0.00%,,,0.134908,,0.00%,,,
,8052.123494,0.088845,,,8052.123493,0.088906,,-1E-06,0.01%,,,0.088906,,0.00%,,,
